player_name,gp,g,a,pim,plus_minus
Matt Rupert (LW), 53 , 33 , 35 , 69 , 29 
Spencer Watson (RW), 65 , 33 , 35 , 16 , 31 
Remi Elie (LW), 67 , 29 , 39 , 48 , -13 
 London Knights , 6 , 1 , 2 , 4 , -1 
 Belleville Bulls , 61 , 28 , 37 , 44 , -12 
Erik Bradford (C), 66 , 25 , 43 , 50 , 6 
 Barrie Colts , 39 , 10 , 16 , 18 , 4 
 Ottawa 67's , 27 , 15 , 27 , 32 , 2 
Barclay Goodrow (C/W), 63 , 33 , 34 , 64 , 18 
Nick Latta (C/RW), 65 , 38 , 28 , 87 , -41 
Darcy Greenaway (RW), 67 , 35 , 27 , 40 , 12 
Jared McCann (C/LW), 64 , 27 , 35 , 51 , 9 
Eric Cornel (C/RW), 68 , 25 , 37 , 25 , 2 
Tyler Gaudet (C/LW), 65 , 26 , 35 , 35 , 25 
Bryan Moore (LW), 58 , 25 , 36 , 100 , 6 
 Sarnia Sting , 31 , 11 , 22 , 67 , -5 
 Sault Ste. Marie Greyhounds , 27 , 14 , 14 , 33 , 11 
Matt Finn (D), 66 , 14 , 47 , 42 , 57 
Eric Locke (C), 48 , 26 , 34 , 44 , 14 
Dante Salituro (RW/C), 68 , 22 , 37 , 76 , -19 
Mitchell Marner (RW), 64 , 13 , 46 , 24 , 38 
Ryan Van Stralen (RW), 61 , 29 , 29 , 70 , -4 
Holden Cook (C/RW), 68 , 28 , 29 , 45 , 11 
Cameron Brace (C/RW), 55 , 31 , 25 , 48 , -8 
 Owen Sound Attack , 13 , 4 , 6 , 21 , -6 
 Belleville Bulls , 42 , 27 , 19 , 27 , -2 
Michael Curtis (LW), 68 , 29 , 27 , 48 , 37 
Andrew Fritsch (RW), 62 , 24 , 32 , 12 , 11 
Brett Welychka (C), 68 , 22 , 34 , 29 , 21 
Connor Crisp (LW/C), 67 , 28 , 27 , 120 , 11 
Zach Lorentz (C/LW), 68 , 27 , 27 , 8 , -24 
Josh Sterk (C), 66 , 20 , 34 , 67 , -2 
Patrick Watling (C), 65 , 18 , 36 , 39 , 35 
Jesse Graham (D), 66 , 11 , 43 , 43 , 3 
 Niagara IceDogs , 24 , 6 , 11 , 21 , -5 
 Saginaw Spirit , 42 , 5 , 32 , 22 , 8 
Adam Pelech (D), 60 , 9 , 45 , 46 , 52 
Ben Johnson (C), 59 , 28 , 25 , 30 , 18 
Brendan Lemieux (LW), 65 , 27 , 26 , 145 , -7 
Ryan Hartman (RW/C), 52 , 25 , 28 , 91 , -14 
Aaron Ekblad (D), 58 , 23 , 30 , 91 , 7 
Vincent Praplan (C/W), 61 , 19 , 34 , 16 , 15 
Slater Koekkoek (D), 62 , 15 , 38 , 51 , 44 
Anthony DiFruscia (LW), 67 , 25 , 27 , 140 , -19 
Josh Anderson (RW), 59 , 27 , 24 , 81 , 31 
Andrew Mangiapane (LW), 68 , 24 , 27 , 28 , 19 
Zach Nastasiuk (RW/C), 62 , 23 , 28 , 26 , -14 
Trevor Carrick (D), 70 , 22 , 29 , 117 , -6 
 Mississauga Steelheads , 41 , 16 , 15 , 65 , -8 
 Sudbury Wolves , 29 , 6 , 14 , 52 , 2 
Mitch Theoret (D/C), 52 , 17 , 34 , 20 , 6 
Kurtis Gabriel (RW), 60 , 16 , 35 , 99 , 3 
Nick Ebert (D), 65 , 13 , 38 , 49 , 53 
 Windsor Spitfires , 27 , 4 , 14 , 18 , 27 
 Guelph Storm , 38 , 9 , 24 , 31 , 26 
Mike Moffat (D), 64 , 6 , 45 , 77 , 18 
Eric Ming (RW), 52 , 33 , 17 , 16 , -4 
 Kitchener Rangers , 3 , 1 , 2 , 0 , -3 
 Niagara IceDogs , 49 , 32 , 15 , 16 , -1 
Joseph Blandisi (C/LW), 47 , 24 , 26 , 73 , -17 
 Ottawa 67's , 37 , 21 , 16 , 57 , -14 
 Barrie Colts , 10 , 3 , 10 , 16 , -3 
Zac Leslie (D), 60 , 14 , 36 , 39 , 40 
Darnell Nurse (D), 64 , 13 , 37 , 91 , 1 
Tyson Fawcett (C), 68 , 26 , 23 , 38 , -11 
Garrett Hooey (C), 67 , 25 , 24 , 62 , -3 
 Belleville Bulls , 29 , 16 , 11 , 28 , -1 
 Barrie Colts , 38 , 9 , 13 , 34 , -2 
Brendan Bell (LW), 68 , 25 , 24 , 103 , -18 
Justin Kea (C), 58 , 22 , 27 , 97 , 14 
Kyle Hope (LW), 54 , 24 , 24 , 99 , 16 
Carter Sandlak (LW), 61 , 24 , 24 , 95 , -17 
Remy Giftopoulos (LW/C), 61 , 24 , 24 , 104 , -3 
Radek Faksa (C), 59 , 21 , 27 , 48 , -9 
 Kitchener Rangers , 30 , 16 , 11 , 22 , -8 
 Sudbury Wolves , 29 , 5 , 16 , 26 , -1 
Michael Clarke (C), 65 , 21 , 27 , 49 , 7 
Stephen Harper (LW/C/D), 64 , 13 , 35 , 37 , 4 
 Erie Otters , 22 , 4 , 10 , 19 , 6 
 Belleville Bulls , 42 , 9 , 25 , 18 , -2 
Bradley Latour (C/LW), 66 , 18 , 29 , 35 , 10 
Dylan Smoskowitz (C), 67 , 29 , 17 , 32 , -19 
 Mississauga Steelheads , 40 , 20 , 9 , 28 , -13 
 Oshawa Generals , 27 , 9 , 8 , 4 , -6 
Nick Paul (LW), 67 , 26 , 20 , 39 , 12 
Nick Magyar (RW/C), 66 , 20 , 26 , 20 , -18 
Jimmy Lodge (C/RW), 59 , 19 , 27 , 49 , 5 
Daniel Milne (LW), 68 , 15 , 31 , 58 , -13 
Ben Thomson (LW), 55 , 27 , 18 , 90 , 15 
 Kitchener Rangers , 12 , 3 , 3 , 34 , -5 
 North Bay Battalion , 43 , 24 , 15 , 56 , 20 
Nelson Armstrong (D), 66 , 9 , 36 , 55 , 8 
Sam Schutt (LW), 64 , 26 , 18 , 42 , 25 
Bryson Cianfrone (C), 65 , 17 , 27 , 28 , -29 
Justin Bailey (RW/LW), 54 , 24 , 19 , 20 , -12 
Sam Povorozniouk (C/RW), 64 , 18 , 25 , 56 , -5 
 Kingston Frontenacs , 24 , 6 , 11 , 22 , 0 
 Windsor Spitfires , 40 , 12 , 14 , 34 , -5 
Roland McKeown (D), 62 , 11 , 32 , 61 , 38 
Josh MacDonald (LW/RW), 58 , 23 , 19 , 41 , 8 
 Barrie Colts , 14 , 3 , 5 , 10 , 2 
 Peterborough Petes , 44 , 20 , 14 , 31 , 6 
Michael Bunting (LW), 48 , 15 , 27 , 34 , 10 
Jordan Subban (D), 66 , 12 , 30 , 63 , -11 
Evan McEneny (D), 61 , 7 , 35 , 78 , 3 
 Kitchener Rangers , 15 , 2 , 5 , 23 , -11 
 Kingston Frontenacs , 46 , 5 , 30 , 55 , 14 
Ryan Kujawinski (C), 45 , 23 , 18 , 39 , 3 
Nick Moutrey (C/LW), 68 , 15 , 26 , 82 , 13 
Brett Gustavsen (LW), 64 , 14 , 27 , 81 , -16 
Blake Speers (C/RW), 62 , 19 , 21 , 12 , 1 
Luke Cairns (LW), 61 , 16 , 24 , 16 , -16 
 Belleville Bulls , 19 , 6 , 8 , 6 , -7 
 Saginaw Spirit , 42 , 10 , 16 , 10 , -9 
Hunter Smith (RW), 64 , 16 , 24 , 100 , 11 
Jordan Maletta (C), 59 , 12 , 28 , 58 , -4 
Alex Basso (D), 63 , 10 , 30 , 61 , 13 
Steven Trojanovic (D), 65 , 7 , 33 , 47 , 43 
 Peterborough Petes , 4 , 0 , 1 , 8 , 1 
 Guelph Storm , 61 , 7 , 32 , 39 , 42 
Matt MacLeod (RW), 63 , 15 , 24 , 42 , 19 
Brandon Devlin (D), 66 , 14 , 25 , 85 , 1 
Corey Pawley (LW), 56 , 12 , 27 , 25 , 18 
Joshua Burnside (LW), 62 , 12 , 27 , 35 , -28 
Dylan Strome (C), 60 , 10 , 29 , 11 , 17 
Luke Mercer (D), 61 , 5 , 34 , 49 , -19 
Rob Polesello (LW/C), 48 , 18 , 20 , 20 , -9 
Nikita Korostelev (RW/LW), 60 , 17 , 21 , 23 , -35 
Francesco Vilardi (C), 68 , 13 , 25 , 22 , -15 
Jimmy McDowell (D), 68 , 13 , 25 , 42 , -54 
 Sudbury Wolves , 20 , 1 , 6 , 12 , -9 
 Sarnia Sting , 48 , 12 , 19 , 30 , -45 
Michael Amadio (C), 64 , 12 , 26 , 14 , 15 
Matt Mistele (LW/RW), 56 , 18 , 19 , 59 , -4 
David Miller (C), 63 , 18 , 19 , 27 , -4 
Ryan MacInnis (C), 66 , 16 , 21 , 18 , -28 
Justin Sefton (D), 68 , 16 , 21 , 92 , 4 
Victor Crus Rydberg (C/W), 62 , 12 , 25 , 20 , -22 
Curtis Meighan (C), 68 , 11 , 26 , 16 , -3 
Dylan Sadowy (LW/RW), 68 , 27 , 9 , 69 , 14 
Darby Llewellyn (LW/RW), 66 , 25 , 11 , 43 , -13 
Kyle Platzer (RW/C), 66 , 22 , 14 , 26 , -14 
 London Knights , 39 , 9 , 8 , 14 , -4 
 Owen Sound Attack , 27 , 13 , 6 , 12 , -10 
Jake Dotchin (D), 63 , 11 , 25 , 121 , 22 
Cody Payne (RW), 57 , 26 , 9 , 35 , -1 
Anthony Stefano (C), 65 , 15 , 20 , 22 , 3 
Jonatan Tanus (LW/C), 55 , 13 , 22 , 45 , -9 
Kevin Labanc (RW/LW), 65 , 11 , 24 , 30 , 3 
Tyler Bertuzzi (LW/RW), 29 , 10 , 25 , 49 , 9 
Nevin Guy (D), 66 , 8 , 27 , 28 , -32 
Spencer Abraham (D), 68 , 8 , 27 , 24 , 29 
Michael McCarron (RW/C), 66 , 14 , 20 , 120 , 11 
Andrew Goldberg (RW), 60 , 17 , 16 , 21 , -14 
Brady Austin (D), 67 , 9 , 24 , 42 , 51 
 Belleville Bulls , 7 , 1 , 4 , 6 , 2 
 London Knights , 60 , 8 , 20 , 36 , 49 
Vince Dunn (D), 63 , 5 , 28 , 45 , -8 
Matia Marcantuoni (C/LW), 54 , 15 , 17 , 29 , -30 
Ryan Foss (LW/C), 58 , 13 , 19 , 10 , 7 
Billy Jenkins (LW/C), 42 , 10 , 22 , 24 , -7 
 Kingston Frontenacs , 12 , 1 , 6 , 4 , 3 
 Niagara IceDogs , 30 , 9 , 16 , 20 , -10 
Jake Marchment (C), 57 , 10 , 22 , 53 , 4 
Terry Trafford (LW), 54 , 8 , 24 , 70 , -3 
Brenden Miller (D), 63 , 8 , 24 , 97 , 14 
Brent Pedersen (LW), 67 , 18 , 13 , 48 , -30 
Connor Chatham (RW), 54 , 13 , 18 , 51 , -17 
Dominik Kahun (C/W), 43 , 9 , 22 , 8 , -14 
Brody Milne (LW), 68 , 17 , 13 , 39 , 1 
 Guelph Storm , 28 , 8 , 7 , 10 , 7 
 Windsor Spitfires , 40 , 9 , 6 , 29 , -6 
Zach Bratina (LW), 58 , 12 , 18 , 75 , 8 
 Saginaw Spirit , 30 , 5 , 9 , 48 , 1 
 North Bay Battalion , 28 , 7 , 9 , 27 , 7 
Steven Janes (RW), 60 , 12 , 18 , 58 , 4 
Nikita Zadorov (D), 36 , 11 , 19 , 43 , 30 
Scott Simmonds (C), 63 , 10 , 20 , 42 , -22 
Max Iafrate (D), 57 , 8 , 22 , 124 , -22 
Blake Siebenaler (D), 68 , 6 , 24 , 24 , -16 
Dylan Blujus (D), 55 , 4 , 26 , 56 , 12 
Dominik Kubalík (LW), 59 , 18 , 11 , 46 , -16 
 Sudbury Wolves , 36 , 13 , 10 , 35 , 0 
 Kitchener Rangers , 23 , 5 , 1 , 11 , -16 
Ryan Horvat (LW), 59 , 15 , 14 , 50 , 8 
Greg Betzold (LW/C), 63 , 12 , 17 , 37 , -4 
Trevor Murphy (D), 51 , 8 , 21 , 57 , 16 
Craig Duininck (D), 59 , 7 , 22 , 33 , -12 
 Sarnia Sting , 20 , 4 , 6 , 19 , -13 
 Sudbury Wolves , 39 , 3 , 16 , 14 , 1 
Vladislav Kodola (C), 67 , 7 , 22 , 10 , -41 
Eric Diodati (D), 67 , 7 , 22 , 70 , 8 
 Mississauga Steelheads , 4 , 1 , 4 , 2 , 3 
 Windsor Spitfires , 63 , 6 , 18 , 68 , 5 
Brayden Rose (D), 58 , 3 , 26 , 43 , -6 
Cristiano DiGiacinto (LW), 50 , 17 , 11 , 101 , 8 
Alexander Henriksson (RW), 68 , 11 , 17 , 47 , -7 
Gianluca Curcuruto (D), 57 , 7 , 21 , 16 , -14 
Stefan LeBlanc (D), 64 , 5 , 23 , 26 , -13 
 Sudbury Wolves , 38 , 3 , 13 , 16 , 10 
 Mississauga Steelheads , 26 , 2 , 10 , 10 , -23 
Travis Dermott (D), 67 , 3 , 25 , 45 , 35 
Lawson Crouse (LW), 63 , 15 , 12 , 64 , 10 
Stephen Pierog (C), 67 , 15 , 12 , 83 , -13 
 Peterborough Petes , 39 , 11 , 7 , 52 , -16 
 Guelph Storm , 28 , 4 , 5 , 31 , 3 
David Tomasek (C), 58 , 13 , 14 , 8 , -18 
Aaron Berisha (RW), 67 , 12 , 15 , 8 , -24 
Slater Doggett (C), 65 , 7 , 20 , 51 , 13 
Chris Carlisle (D), 67 , 6 , 21 , 58 , -7 
Brett Foy (C), 68 , 11 , 15 , 53 , -31 
Ray Huether (C), 68 , 9 , 17 , 35 , -3 
Chris Bigras (D), 55 , 4 , 22 , 46 , -11 
Semyon Babintsev (RW), 61 , 12 , 13 , 24 , -25 
Jørgen Karterud (LW/RW), 45 , 11 , 14 , 19 , 3 
Jacob Harris (C/W), 58 , 10 , 15 , 22 , 9 
Tyler Hill (LW/RW), 67 , 10 , 15 , 58 , -26 
Daniel Nikandrov (LW/C), 53 , 9 , 16 , 10 , -28 
Jamie Lewis (C), 67 , 8 , 17 , 40 , 8 
Kyle Jenkins (D), 63 , 7 , 18 , 28 , 6 
Dylan Corson (C), 64 , 7 , 18 , 39 , 8 
 Barrie Colts , 32 , 3 , 10 , 24 , 9 
 Sault Ste. Marie Greyhounds , 32 , 4 , 8 , 15 , -1 
Dakota Mermis (D), 66 , 5 , 20 , 76 , 40 
Logan Schmidt (D), 58 , 2 , 23 , 12 , -17 
Ryan Verbeek (C/LW), 43 , 12 , 12 , 29 , 1 
 Windsor Spitfires , 15 , 2 , 5 , 6 , 2 
 Kingston Frontenacs , 28 , 10 , 7 , 23 , -1 
Andrei S. Alexeyev (LW/C), 59 , 12 , 12 , 18 , 14 
Pius Suter (C/LW), 66 , 9 , 15 , 16 , 16 
Marcus McIvor (D), 68 , 2 , 22 , 44 , 30 
Brett McKenzie (C), 63 , 13 , 10 , 25 , 0 
Niki Petti (C), 59 , 12 , 11 , 17 , -20 
Justin Auger (RW), 53 , 11 , 12 , 61 , 8 
Sam Studnicka (C), 67 , 8 , 15 , 57 , -23 
Clark Seymour (D), 61 , 7 , 16 , 85 , -8 
Jeff Corbett (D), 57 , 4 , 19 , 29 , -1 
Jonathan Laser (D), 61 , 3 , 20 , 90 , 29 
Colin Suellentrop (D), 67 , 3 , 20 , 98 , 18 
Jacob Middleton (D), 65 , 2 , 21 , 64 , -21 
Davis Brown (LW), 59 , 14 , 8 , 41 , -34 
Stephen Nosad (RW), 49 , 9 , 13 , 8 , 6 
Mason Kohn (C/LW), 61 , 9 , 13 , 21 , -15 
Graham Knott (LW/C), 64 , 8 , 14 , 18 , -18 
Kevin Spinozzi (D), 69 , 5 , 17 , 60 , -4 
 Sault Ste. Marie Greyhounds , 41 , 3 , 10 , 35 , 15 
 Sarnia Sting , 28 , 2 , 7 , 25 , -19 
Warren Steele (D), 65 , 4 , 18 , 42 , -8 
Mitchell Stephens (C), 57 , 9 , 12 , 8 , -3 
Yannick Rathgeb (D), 57 , 7 , 14 , 48 , -14 
Nikita Yazkov (LW), 66 , 6 , 15 , 25 , -5 
Jared Walsh (D), 66 , 5 , 16 , 14 , -38 
Kevin Raine (D), 57 , 4 , 17 , 44 , 19 
Alex Lintuniemi (D), 68 , 4 , 17 , 26 , -38 
Tyler Ganly (D), 67 , 3 , 18 , 62 , 34 
Bobby MacIntyre (LW), 61 , 12 , 8 , 38 , -21 
Conor McGlynn (C), 68 , 12 , 8 , 77 , -13 
Justin Scott (C/W), 61 , 7 , 13 , 29 , 8 
Mitchell Fitzmorris (LW), 61 , 7 , 13 , 51 , -11 
Tyler Hore (D), 63 , 7 , 13 , 40 , -9 
 Sarnia Sting , 36 , 3 , 10 , 27 , -18 
 Sault Ste. Marie Greyhounds , 27 , 4 , 3 , 13 , 9 
Mitchell Vande Sompel (D), 47 , 5 , 15 , 18 , 3 
Brook Hiddink (C/RW), 45 , 2 , 18 , 16 , -10 
 Niagara IceDogs , 9 , 1 , 5 , 2 , -2 
 Plymouth Whalers , 36 , 1 , 13 , 14 , -8 
Frank Hora (D), 65 , 1 , 19 , 53 , -18 
Sean Callaghan (D), 66 , 8 , 11 , 127 , 12 
Kurtis MacDermid (D), 66 , 7 , 12 , 165 , 22 
 Owen Sound Attack , 38 , 5 , 11 , 90 , 1 
 Erie Otters , 28 , 2 , 1 , 75 , 21 
Jeff King (D), 61 , 4 , 15 , 32 , -17 
Matthew Kreis (C), 57 , 3 , 16 , 10 , 2 
Jake Ringuette (D), 68 , 3 , 16 , 65 , 4 
Brandon Prophet (D), 65 , 2 , 17 , 72 , 4 
Troy Donnay (D), 66 , 2 , 17 , 92 , 40 
Jake Evans (C), 57 , 11 , 7 , 53 , 13 
Jean Dupuy (C/W), 48 , 10 , 8 , 46 , 1 
 Kingston Frontenacs , 3 , 1 , 0 , 5 , 0 
 Sault Ste. Marie Greyhounds , 45 , 9 , 8 , 41 , 1 
Jaden Lindo (RW), 40 , 9 , 9 , 41 , -9 
Hayden Hodgson (RW), 52 , 9 , 9 , 64 , -20 
 Erie Otters , 34 , 4 , 5 , 45 , -5 
 Sarnia Sting , 18 , 5 , 4 , 19 , -15 
Joe Manchurek (LW), 64 , 8 , 10 , 8 , 4 
Steven Lorentz (C), 64 , 7 , 11 , 18 , -6 
Mathieu Henderson (D), 60 , 6 , 12 , 31 , -15 
Nick Betz (RW), 66 , 5 , 13 , 60 , 13 
Mikko Vainonen (D), 57 , 4 , 14 , 73 , 7 
Santino Centorame (D), 61 , 3 , 15 , 50 , 2 
 London Knights , 33 , 2 , 3 , 22 , 5 
 Owen Sound Attack , 28 , 1 , 12 , 28 , -3 
Jeremiah Addison (LW/RW), 61 , 7 , 10 , 55 , 2 
Michael Cramarossa (C), 66 , 7 , 10 , 24 , -21 
Thomas Schemitsch (D), 63 , 6 , 11 , 26 , -15 
Jesse Barwell (C), 60 , 4 , 13 , 8 , -20 
Zach Bell (D), 40 , 3 , 14 , 53 , 29 
Michael Webster (D), 65 , 3 , 14 , 51 , 6 
Will Petschenig (D/F), 68 , 2 , 15 , 56 , 20 
Chad Heffernan (LW/C), 53 , 10 , 6 , 94 , -8 
Jacob Busch (RW/C), 53 , 9 , 7 , 72 , -3 
Brandon Robinson (LW), 40 , 7 , 9 , 28 , -13 
 North Bay Battalion , 15 , 4 , 0 , 8 , -9 
 Kitchener Rangers , 25 , 3 , 9 , 20 , -4 
Sean Day (D), 60 , 6 , 10 , 34 , -35 
Aaron Haydon (D), 61 , 5 , 11 , 112 , -39 
Taylor Fielding (RW), 65 , 5 , 11 , 62 , -11 
Damir Sharipzyanov (D), 67 , 5 , 11 , 65 , 3 
Alex Yuill (D), 67 , 3 , 13 , 24 , -2 
 Barrie Colts , 30 , 2 , 4 , 16 , 7 
 Belleville Bulls , 37 , 1 , 9 , 8 , -9 
Ben Harpur (D), 67 , 3 , 13 , 69 , 34 
Alex Gudbranson (D), 66 , 7 , 8 , 76 , 8 
Danny Vanderwiel (LW), 57 , 6 , 9 , 31 , -7 
Jeffrey Gilligan (C), 63 , 3 , 12 , 40 , -8 
Justin Lemcke (D), 50 , 2 , 13 , 39 , -7 
Phil Baltisberger (D), 57 , 1 , 14 , 36 , 25 
Matthew Spencer (D), 64 , 1 , 14 , 33 , 5 
Connor Brown (LW), 67 , 12 , 2 , 57 , -23 
Matt Gillard (LW), 45 , 8 , 6 , 2 , -9 
Owen MacDonald (C/RW), 47 , 7 , 7 , 31 , 3 
Alexander Mikulovich (D), 57 , 7 , 7 , 57 , -14 
Christian Dvorak (C/LW), 33 , 6 , 8 , 0 , 8 
Mathew Santos (RW), 63 , 6 , 8 , 48 , 5 
Jonathan Duchesne (D), 64 , 6 , 8 , 83 , -30 
Jake Worrad (D), 41 , 5 , 9 , 26 , -8 
Damian Bourne (LW), 49 , 5 , 9 , 74 , -17 
Brett Hargrave (RW), 59 , 5 , 9 , 51 , -14 
 Sarnia Sting , 9 , 1 , 3 , 4 , -2 
 Owen Sound Attack , 50 , 4 , 6 , 47 , -12 
Mitch Jones (D), 62 , 3 , 11 , 127 , -11 
Sam Harding (C), 63 , 3 , 11 , 19 , 2 
Daniel De Sousa (D), 43 , 2 , 12 , 32 , 18 
 Belleville Bulls , 4 , 0 , 1 , 6 , -2 
 Saginaw Spirit , 39 , 2 , 11 , 26 , 20 
Artyom Rasulov (LW), 51 , 2 , 12 , 15 , -18 
Greg DiTomaso (D), 64 , 2 , 12 , 35 , -20 
Miles Liberati (D), 65 , 9 , 4 , 37 , 0 
 London Knights , 22 , 1 , 3 , 18 , 5 
 North Bay Battalion , 43 , 8 , 1 , 19 , -5 
Joel Wigle (RW), 41 , 6 , 7 , 69 , 1 
Dan Desrochers (C), 64 , 6 , 7 , 45 , -3 
Cordell James (C), 66 , 5 , 8 , 22 , 10 
Alexander Protapovich (C/W), 47 , 4 , 9 , 16 , -14 
Connor Jarvis (LW), 52 , 4 , 9 , 18 , 2 
Brandon Lindberg (C), 55 , 4 , 9 , 22 , -26 
 Saginaw Spirit , 20 , 0 , 0 , 11 , -3 
 Sarnia Sting , 35 , 4 , 9 , 11 , -23 
Josh Maguire (LW/RW), 59 , 4 , 9 , 44 , -3 
Nick Zottl (D), 65 , 4 , 9 , 96 , -15 
Darren Raddysh (D), 60 , 3 , 10 , 27 , 26 
Jared Steege (LW/C), 48 , 5 , 7 , 16 , 5 
Cullen Mercer (C), 68 , 4 , 8 , 20 , -9 
Kyle Wood (D), 33 , 2 , 10 , 21 , 15 
Evan de Haan (D), 54 , 2 , 10 , 12 , -6 
Blake Clarke (LW), 54 , 2 , 10 , 26 , -2 
 North Bay Battalion , 21 , 1 , 2 , 8 , -2 
 Saginaw Spirit , 33 , 1 , 8 , 18 , 0 
Josh Brown (D), 56 , 2 , 10 , 83 , 7 
Hayden McCool (C/LW), 57 , 2 , 10 , 28 , -23 
Josh Chapman (D), 56 , 1 , 11 , 154 , -14 
Trent Mallette (RW), 51 , 3 , 8 , 32 , 9 
Loren Ulett (LW/D), 54 , 3 , 8 , 68 , 11 
Connor Boland (D), 67 , 3 , 8 , 76 , -9 
Steven Varga (D), 56 , 2 , 9 , 8 , -11 
Jacob Graves (D), 62 , 2 , 9 , 130 , -24 
Justin Bean (D), 44 , 1 , 10 , 12 , -10 
Kyle Capobianco (D), 53 , 0 , 11 , 18 , -3 
Adam Craievich (RW), 41 , 6 , 4 , 17 , -2 
Kyle Pettit (C), 53 , 5 , 5 , 24 , 3 
Ryan Moore (C/RW), 65 , 5 , 5 , 33 , -10 
Everett Clark (C), 48 , 4 , 6 , 55 , 0 
Ben Fanelli (D), 63 , 3 , 7 , 70 , -27 
Marc Stevens (RW/C), 43 , 2 , 8 , 39 , 2 
Mac Clutsam (D), 57 , 1 , 9 , 18 , 10 
 Sault Ste. Marie Greyhounds , 28 , 1 , 2 , 6 , 8 
 Barrie Colts , 29 , 0 , 7 , 12 , 2 
Aidan Wallace (C/LW), 54 , 7 , 2 , 29 , 4 
Noah Bushnell (RW), 62 , 6 , 3 , 92 , -29 
Nathan Cull (LW), 54 , 5 , 4 , 63 , -12 
Gilbert Gabor (LW), 58 , 5 , 4 , 64 , -6 
Chadd Bauman (D), 66 , 5 , 4 , 74 , 7 
Justice Dundas (RW/LW), 51 , 4 , 5 , 96 , -5 
Ben Hughes (C), 52 , 4 , 5 , 23 , -21 
Travis Wood (LW), 29 , 3 , 6 , 8 , 4 
Alexander Peters (D), 50 , 3 , 6 , 44 , -3 
Austin Gerhart (RW), 59 , 3 , 6 , 8 , -14 
Dmitri Sergeyev (D), 49 , 2 , 7 , 22 , 5 
Josh Wesley (D), 68 , 2 , 7 , 62 , -6 
C.J. Garcia (D), 52 , 1 , 8 , 27 , 2 
Mike Davies (W/D), 60 , 5 , 3 , 28 , -12 
Stephen Desrocher (D), 43 , 4 , 4 , 6 , 6 
Andrew Ming (LW), 54 , 4 , 4 , 18 , -12 
Connor Sills (LW/RW), 56 , 4 , 4 , 66 , -15 
Mack Lemmon (RW), 58 , 4 , 4 , 126 , -22 
 Niagara IceDogs , 19 , 2 , 1 , 58 , -10 
 Kingston Frontenacs , 39 , 2 , 3 , 68 , -12 
Chase Hatcher (RW), 35 , 3 , 5 , 35 , -9 
Liam Maaskant (D), 51 , 3 , 5 , 53 , 3 
Cody Caron (RW), 57 , 3 , 5 , 80 , -22 
Scott Teskey (RW), 58 , 3 , 5 , 6 , -19 
Matt Schmalz (RW/C), 66 , 3 , 5 , 60 , -23 
Jacob Jammes (C), 42 , 2 , 6 , 16 , -17 
 London Knights , 8 , 0 , 3 , 2 , 4 
 Mississauga Steelheads , 34 , 2 , 3 , 14 , -21 
Troy Henley (D), 56 , 2 , 6 , 26 , -15 
Garrett McFadden (D), 42 , 1 , 7 , 10 , 8 
Adam Bateman (D), 43 , 1 , 7 , 20 , -5 
Patrick Sanvido (D), 64 , 1 , 7 , 82 , -21 
Patrick Murphy (D/F), 35 , 5 , 2 , 0 , 4 
Chandler Yakimowicz (RW/C), 33 , 3 , 4 , 45 , 11 
Matt Watson (D), 30 , 2 , 5 , 13 , 2 
Tim Bender (D), 45 , 2 , 5 , 16 , 15 
Adam Laishram (RW/C), 49 , 2 , 5 , 8 , -9 
Nick Malysa (D), 67 , 1 , 6 , 67 , -31 
Brian Hughes (C), 38 , 4 , 2 , 13 , -4 
Johnny Corneil (C), 39 , 4 , 2 , 12 , -10 
Ethan Szypula (C), 65 , 3 , 3 , 14 , 3 
Matteo Ciccarelli (LW), 48 , 2 , 4 , 34 , -18 
Jake Bricknell (C), 55 , 2 , 4 , 62 , -16 
Lucas Venuto (RW/LW), 10 , 1 , 5 , 9 , 0 
Charley Graaskamp (C), 11 , 1 , 5 , 8 , 8 
Zach Wilkie (D), 35 , 1 , 5 , 35 , -2 
Zach Core (D), 55 , 1 , 5 , 33 , -33 
Tyler MacArthur (D), 57 , 1 , 5 , 39 , 0 
Adrián Sloboda (D), 45 , 0 , 6 , 24 , -13 
Adam Bignell (D), 63 , 0 , 6 , 86 , -31 
Mark Raycroft (D), 51 , 4 , 1 , 16 , -25 
 North Bay Battalion , 9 , 2 , 0 , 4 , 0 
 Belleville Bulls , 42 , 2 , 1 , 12 , -25 
Nick Pastorious (RW), 36 , 3 , 2 , 46 , 1 
 Sault Ste. Marie Greyhounds , 16 , 1 , 0 , 19 , 1 
 Barrie Colts , 20 , 2 , 2 , 27 , 0 
Jimi Kuronen (D), 35 , 2 , 3 , 2 , 1 
Bryce Yetman (RW), 38 , 2 , 3 , 12 , -11 
Alex Renaud (LW), 46 , 2 , 3 , 30 , -17 
Mike Robinson (LW), 19 , 1 , 4 , 17 , 5 
Brandon Hughes (LW), 31 , 1 , 4 , 8 , 3 
Brandon Belding (C), 47 , 1 , 4 , 123 , -9 
Matt McCartney (C), 57 , 1 , 4 , 69 , -6 
Ty Bilcke (RW), 66 , 1 , 4 , 103 , -3 
Aiden Jamieson (D), 24 , 0 , 5 , 4 , 3 
Colton White (D), 57 , 0 , 5 , 2 , 10 
Patrick White (C), 37 , 4 , 0 , 2 , -12 
